,label,participant,category
1210,ohp,A,medium
1211,ohp,A,medium
1212,ohp,A,medium
1213,ohp,B,medium
1214,ohp,B,medium
1215,ohp,B,medium
1216,ohp,B,medium
1217,ohp,B,medium
1218,ohp,B,medium
1219,ohp,B,medium
1220,ohp,B,medium
1221,ohp,B,medium
1222,ohp,B,medium
1223,ohp,B,medium
1224,ohp,B,medium
1225,ohp,B,medium
1226,ohp,B,medium
1227,ohp,B,medium
1228,ohp,B,medium
1229,ohp,B,medium
1230,ohp,B,medium
1231,ohp,B,medium
1232,ohp,B,medium
1233,ohp,B,medium
1234,ohp,B,medium
1235,ohp,B,medium
1236,ohp,B,medium
1237,ohp,B,medium
1238,ohp,B,medium
1239,ohp,B,medium
1240,ohp,B,medium
1241,ohp,B,medium
1242,ohp,B,medium
1243,ohp,B,medium
1244,ohp,B,medium
1245,ohp,B,medium
1246,ohp,B,medium
1247,ohp,B,medium
1248,ohp,B,medium
1249,ohp,B,medium
1250,ohp,B,medium
1251,ohp,B,medium
1252,ohp,B,medium
1253,ohp,B,medium
1254,ohp,B,medium
1255,ohp,B,medium
1256,ohp,B,medium
1257,ohp,B,medium
1258,ohp,B,medium
1259,ohp,B,medium
1260,ohp,B,medium
1261,ohp,B,medium
1262,ohp,B,medium
1263,ohp,B,medium
1264,ohp,B,medium
1265,ohp,B,medium
1266,ohp,B,medium
1267,ohp,B,medium
1268,ohp,B,medium
1269,ohp,B,medium
1270,ohp,B,medium
1271,ohp,B,medium
1272,ohp,B,medium
1273,ohp,B,medium
1274,ohp,B,medium
1275,ohp,B,medium
1276,ohp,B,medium
1277,ohp,B,medium
1278,ohp,B,medium
1279,ohp,B,medium
1280,ohp,B,medium
1281,ohp,B,medium
1282,ohp,B,medium
1283,ohp,A,medium
1284,ohp,A,medium
1285,ohp,A,medium
1286,ohp,A,medium
1287,ohp,A,medium
1288,ohp,A,medium
1289,ohp,A,medium
1290,ohp,A,medium
1291,ohp,A,medium
1292,ohp,A,medium
1293,ohp,A,medium
1294,ohp,A,medium
1295,ohp,A,medium
1296,ohp,A,medium
1297,ohp,A,medium
1298,ohp,A,medium
1299,ohp,A,medium
1300,ohp,A,medium
1301,ohp,A,medium
1302,ohp,A,medium
1303,ohp,A,medium
1304,ohp,A,medium
1305,ohp,A,medium
1306,ohp,A,medium
1307,ohp,A,medium
1308,ohp,A,medium
1309,ohp,A,medium
1310,ohp,A,medium
1311,ohp,A,medium
1312,ohp,A,medium
1313,ohp,A,medium
1314,ohp,A,medium
1315,ohp,A,medium
1316,ohp,A,medium
1317,ohp,A,medium
1318,ohp,A,medium
1319,ohp,A,medium
1320,ohp,A,medium
1321,ohp,A,medium
1322,ohp,A,medium
1323,ohp,A,medium
1324,ohp,A,medium
1325,ohp,A,medium
1326,ohp,A,medium
1327,ohp,A,medium
1328,ohp,A,medium
1329,ohp,A,medium
1330,ohp,A,medium
1331,ohp,A,medium
1332,ohp,A,medium
1333,ohp,A,medium
1334,ohp,A,medium
1335,ohp,A,medium
1336,ohp,A,medium
1337,ohp,A,medium
1338,ohp,A,medium
1339,ohp,A,medium
1340,ohp,A,medium
1341,ohp,A,medium
1342,ohp,A,medium
1343,ohp,A,medium
1344,ohp,A,medium
1345,ohp,A,medium
1346,ohp,A,medium
1347,ohp,A,medium
1348,ohp,A,medium
1349,ohp,A,medium
1350,ohp,A,medium
1351,ohp,A,medium
1352,ohp,A,medium
1353,ohp,A,medium
1354,ohp,A,medium
1355,ohp,A,medium
1356,ohp,A,medium
1357,ohp,A,medium
1358,ohp,A,medium
1359,ohp,A,medium
1360,ohp,A,medium
1361,ohp,A,medium
1362,ohp,A,medium
1363,ohp,A,medium
1364,ohp,A,medium
1365,ohp,A,medium
1366,ohp,A,medium
1367,ohp,A,medium
1368,ohp,A,medium
1369,ohp,A,medium
1370,ohp,A,medium
1371,ohp,A,medium
1372,ohp,A,medium
1373,ohp,A,medium
1374,ohp,A,medium
1375,ohp,A,medium
1376,ohp,A,medium
1377,ohp,A,medium
1378,ohp,A,medium
1379,ohp,A,medium
1380,squat,A,medium
1381,squat,A,medium
1382,squat,A,medium
1383,squat,A,medium
1384,squat,A,medium
1385,squat,A,medium
1386,squat,A,medium
1387,squat,A,medium
1388,squat,A,medium
1389,squat,A,medium
1390,squat,A,medium
1391,squat,A,medium
1392,squat,A,medium
1393,squat,A,medium
1394,squat,A,medium
1395,squat,A,medium
1396,squat,A,medium
1397,squat,A,medium
1398,squat,A,medium
1399,squat,A,medium
1400,squat,A,medium
1401,squat,A,medium
1402,squat,A,medium
1403,squat,A,medium
1404,squat,A,medium
1405,squat,A,medium
1406,squat,A,medium
1407,squat,A,medium
1408,squat,A,medium
1409,squat,A,medium
1410,squat,A,medium
1411,squat,A,medium
1412,squat,A,medium
1413,squat,A,medium
1414,squat,A,medium
1415,squat,A,medium
1416,squat,A,medium
1417,squat,A,medium
1418,squat,A,medium
1419,squat,A,medium
1420,squat,A,medium
1421,squat,A,medium
1422,squat,A,medium
1423,squat,A,medium
1424,squat,A,medium
1425,squat,A,medium
1426,squat,A,medium
1427,squat,A,medium
1428,squat,A,medium
1429,squat,A,medium
1430,squat,A,medium
1431,squat,A,medium
1432,squat,A,medium
1433,squat,A,medium
1434,squat,A,medium
1435,squat,A,medium
1436,squat,A,medium
1437,squat,A,medium
1438,squat,A,medium
1439,squat,A,medium
1440,squat,A,medium
1441,squat,A,medium
1442,squat,A,medium
1443,squat,A,medium
1444,squat,A,medium
1445,squat,A,medium
1446,squat,A,medium
1447,squat,A,medium
1448,squat,A,medium
1449,squat,A,medium
1450,squat,A,medium
1451,squat,A,medium
1452,squat,A,medium
1453,squat,A,medium
1454,squat,A,medium
1455,squat,A,medium
1456,squat,A,medium
1457,squat,A,medium
1458,squat,A,medium
1459,squat,A,medium
1460,squat,A,medium
1461,squat,B,medium
1462,squat,B,medium
1463,squat,B,medium
1464,squat,B,medium
1465,squat,B,medium
1466,squat,B,medium
1467,squat,B,medium
1468,squat,B,medium
1469,squat,B,medium
1470,squat,B,medium
1471,squat,B,medium
1472,squat,B,medium
1473,squat,B,medium
1474,squat,B,medium
1475,squat,B,medium
1476,squat,B,medium
1477,squat,B,medium
1478,squat,B,medium
1479,squat,B,medium
1480,squat,B,medium
1481,squat,B,medium
1482,squat,B,medium
1483,squat,B,medium
1484,squat,B,medium
1485,squat,B,medium
1486,squat,B,medium
1487,squat,B,medium
1488,squat,B,medium
1489,squat,B,medium
1490,squat,B,medium
1491,squat,B,medium
1492,squat,B,medium
1493,squat,B,medium
1494,squat,B,medium
1495,squat,B,medium
1496,squat,B,medium
1497,squat,B,medium
1498,squat,B,medium
1499,squat,B,medium
1500,squat,B,medium
1501,squat,B,medium
1502,squat,B,medium
1503,squat,B,medium
1504,squat,B,medium
1505,squat,B,medium
1506,squat,B,medium
1507,squat,B,medium
1508,squat,B,medium
1509,squat,B,medium
1510,squat,B,medium
1511,squat,B,medium
1512,squat,B,medium
1513,squat,B,medium
1514,squat,B,medium
1515,squat,B,medium
1516,squat,B,medium
1517,squat,B,medium
1518,squat,B,medium
1519,squat,B,medium
1520,squat,B,medium
1521,squat,B,medium
1522,squat,B,medium
1523,squat,B,medium
1524,squat,B,medium
1525,squat,B,medium
1526,squat,B,medium
1527,squat,B,medium
1528,squat,B,medium
1529,squat,B,medium
1530,squat,B,medium
1531,squat,B,medium
1532,squat,B,medium
1533,squat,B,medium
1534,squat,B,medium
1535,squat,B,medium
1536,squat,B,medium
1537,squat,B,medium
1538,squat,B,medium
1539,squat,B,medium
1540,squat,B,medium
1541,squat,B,medium
1542,squat,B,medium
1543,squat,B,medium
1544,squat,B,medium
1545,squat,B,medium
1546,squat,B,medium
1547,squat,B,medium
1548,squat,B,medium
1549,squat,B,medium
1550,squat,B,medium
1551,squat,B,medium
1552,squat,B,medium
1553,squat,B,medium
1554,squat,B,medium
1555,squat,B,medium
1556,squat,B,medium
1557,squat,B,medium
1558,squat,B,medium
1559,squat,B,medium
1560,squat,B,medium
1561,squat,B,medium
1562,squat,B,medium
1563,squat,B,medium
1564,squat,B,medium
1565,squat,B,medium
1566,squat,B,medium
1567,squat,B,medium
1568,squat,B,medium
1569,squat,B,medium
1570,squat,B,medium
1571,squat,B,medium
1572,squat,B,medium
1573,squat,B,medium
1574,squat,B,medium
1575,squat,B,medium
1576,squat,B,medium
1577,squat,B,medium
1578,squat,B,medium
1579,squat,B,medium
1580,squat,B,medium
1581,squat,B,medium
1582,squat,B,medium
1583,squat,B,medium
1584,squat,B,medium
1585,squat,B,medium
1586,squat,A,medium
1587,squat,A,medium
1588,squat,A,medium
1589,squat,A,medium
1590,squat,A,medium
1591,squat,A,medium
1592,squat,A,medium
1593,squat,A,medium
1594,squat,A,medium
1595,squat,A,medium
1596,squat,A,medium
1597,squat,A,medium
1598,squat,A,medium
1599,squat,A,medium
1600,squat,A,medium
1601,squat,A,medium
1602,squat,A,medium
1603,squat,A,medium
1604,squat,A,medium
1605,squat,A,medium
1606,squat,A,medium
1607,squat,A,medium
1608,squat,A,medium
1609,squat,A,medium
1610,squat,A,medium
1611,squat,A,medium
1612,squat,A,medium
1613,squat,A,medium
1614,squat,A,medium
1615,squat,A,medium
1616,squat,A,medium
1617,squat,A,medium
1618,squat,A,medium
1619,squat,A,medium
1620,squat,A,medium
1621,squat,A,medium
1622,squat,A,medium
1623,squat,A,medium
1624,squat,A,medium
1625,squat,A,medium
1626,squat,A,medium
1627,squat,A,medium
1628,squat,A,medium
1629,squat,A,medium
1630,squat,A,medium
1631,squat,A,medium
1632,squat,A,medium
1633,squat,A,medium
1634,squat,A,medium
1635,squat,A,medium
1636,squat,A,medium
1637,squat,A,medium
1638,squat,A,medium
1639,squat,A,medium
1640,squat,A,medium
1641,squat,A,medium
1642,squat,A,medium
1643,squat,A,medium
1644,squat,A,medium
1645,squat,A,medium
1646,squat,A,medium
1647,squat,A,medium
1648,squat,A,medium
1649,squat,A,medium
1650,squat,A,medium
1651,squat,A,medium
1652,squat,A,medium
1653,squat,A,medium
1654,squat,A,medium
1655,squat,A,medium
1656,squat,A,medium
1657,squat,A,medium
1658,squat,A,medium
1659,squat,A,medium
1660,squat,A,medium
1661,squat,A,medium
1662,squat,A,medium
1663,squat,A,medium
1664,squat,A,medium
1665,squat,A,medium
1666,squat,A,medium
1667,squat,A,medium
1668,squat,A,medium
1669,squat,A,medium
1670,squat,A,medium
1671,squat,A,medium
1672,squat,A,medium
1673,squat,A,medium
1674,squat,A,medium
1675,squat,A,medium
1676,squat,A,medium
1677,squat,A,medium
1678,squat,A,medium
1679,squat,A,medium
1680,squat,A,medium
1681,squat,A,medium
1682,squat,A,medium
1683,squat,A,medium
1684,squat,A,medium
1685,squat,A,medium
1686,squat,A,medium
1687,squat,A,medium
1688,squat,A,medium
1689,squat,A,medium
1690,squat,A,medium
1691,squat,A,medium
1692,squat,A,medium
1693,squat,A,medium
1694,squat,A,medium
1695,squat,A,medium
1696,squat,A,medium
1697,squat,A,medium
1698,squat,A,medium
1699,squat,A,medium
1700,squat,A,medium
1701,squat,A,medium
1702,squat,A,medium
1703,squat,A,medium
1704,squat,A,medium
1705,squat,A,medium
1706,squat,A,medium
1707,squat,A,medium
1708,squat,A,medium
1709,squat,A,medium
1710,squat,A,medium
1711,squat,A,medium
1712,squat,A,medium
1713,squat,A,medium
1714,squat,A,medium
1715,squat,A,medium
1716,squat,A,medium
1717,squat,A,medium
1718,squat,A,medium
1719,squat,A,medium
1720,squat,A,medium
1721,squat,A,medium
1722,squat,A,medium
1723,squat,A,medium
1724,squat,A,medium
1725,squat,A,medium
1726,squat,A,medium
1727,squat,A,medium
1728,squat,A,medium
1729,squat,A,medium
1730,squat,A,medium
1731,squat,A,medium
1732,squat,A,medium
1733,squat,A,medium
1734,squat,A,medium
1735,squat,A,medium
1736,squat,A,medium
1737,squat,A,medium
1738,squat,A,medium
1739,squat,A,medium
1740,squat,A,medium
1741,squat,A,medium
1742,squat,A,medium
1743,squat,A,medium
1744,squat,A,medium
1745,squat,A,medium
1746,squat,A,medium
1747,squat,A,medium
1748,squat,A,medium
1749,squat,A,medium
1750,squat,A,medium
1751,squat,A,medium
1752,squat,A,medium
1753,squat,A,medium
1754,squat,A,medium
1755,squat,A,medium
1756,squat,A,medium
1757,squat,A,medium
1758,squat,A,medium
1759,squat,A,medium
1760,squat,A,medium
1761,squat,A,medium
1762,squat,A,medium
1763,squat,A,medium
1764,squat,A,medium
1765,squat,A,medium
1766,squat,A,medium
1767,squat,A,medium
1768,squat,A,medium
1769,squat,A,medium
1770,squat,A,medium
1771,squat,A,medium
1772,squat,A,medium
1773,squat,A,medium
1774,squat,A,medium
1775,squat,A,medium
1776,squat,A,medium
1777,squat,A,medium
1778,squat,A,medium
1779,squat,A,medium
1780,squat,A,medium
1781,squat,A,medium
1782,squat,A,medium
1783,squat,A,medium
1784,squat,A,medium
1785,squat,A,medium
1786,squat,A,medium
1787,squat,A,medium
1788,squat,A,medium
1789,squat,A,medium
1790,squat,A,medium
1791,squat,A,medium
1792,squat,A,medium
1793,squat,A,medium
1794,squat,A,medium
1795,squat,A,medium
1796,squat,A,medium
1797,squat,A,medium
1798,squat,A,medium
1799,squat,A,medium
1800,squat,A,medium
1801,squat,A,medium
1802,squat,A,medium
1803,squat,A,medium
1804,squat,A,medium
1805,squat,A,medium
1806,squat,A,medium
1807,squat,A,medium
1808,squat,A,medium
1809,squat,A,medium
1810,squat,A,medium
1811,squat,A,medium
1812,squat,A,medium
1813,squat,A,medium
1814,squat,A,medium
1815,squat,A,medium
1816,squat,A,medium
1817,squat,A,medium
1818,squat,A,medium
1819,squat,A,medium
1820,squat,A,medium
1821,squat,A,medium
1822,squat,A,medium
1823,squat,A,medium
1824,squat,A,medium
1825,squat,A,medium
1826,squat,A,medium
1827,squat,A,medium
1828,squat,A,medium
1829,squat,A,medium
1830,squat,A,medium
1831,squat,A,medium
1832,squat,A,medium
1833,squat,A,medium
1834,squat,A,medium
1835,squat,A,medium
1836,squat,A,medium
1837,squat,A,medium
1838,squat,A,medium
1839,squat,A,medium
1840,squat,A,medium
1841,squat,A,medium
1842,squat,A,medium
1843,dead,A,medium
1844,dead,A,medium
1845,dead,A,medium
1846,dead,A,medium
1847,dead,A,medium
1848,dead,A,medium
1849,dead,A,medium
1850,dead,A,medium
1851,dead,A,medium
1852,dead,A,medium
1853,dead,A,medium
1854,dead,A,medium
1855,dead,A,medium
1856,dead,A,medium
1857,dead,A,medium
1858,dead,A,medium
1859,dead,A,medium
1860,dead,A,medium
1861,dead,A,medium
1862,dead,A,medium
1863,dead,A,medium
1864,dead,A,medium
1865,dead,A,medium
1866,dead,A,medium
1867,dead,A,medium
1868,dead,A,medium
1869,dead,A,medium
1870,dead,A,medium
1871,dead,A,medium
1872,dead,A,medium
1873,dead,A,medium
1874,dead,A,medium
1875,dead,A,medium
1876,dead,A,medium
1877,dead,A,medium
1878,dead,A,medium
1879,dead,A,medium
1880,dead,A,medium
1881,dead,A,medium
1882,dead,A,medium
1883,dead,A,medium
1884,dead,A,medium
1885,dead,A,medium
1886,dead,A,medium
1887,dead,A,medium
1888,dead,A,medium
1889,dead,A,medium
1890,dead,A,medium
1891,dead,A,medium
1892,dead,A,medium
1893,dead,A,medium
1894,dead,A,medium
1895,dead,A,medium
1896,dead,A,medium
1897,dead,A,medium
1898,dead,A,medium
1899,dead,A,medium
1900,dead,A,medium
1901,dead,A,medium
1902,dead,A,medium
1903,dead,A,medium
1904,dead,A,medium
1905,dead,A,medium
1906,dead,A,medium
1907,dead,A,medium
1908,dead,A,medium
1909,dead,A,medium
1910,dead,A,medium
1911,dead,A,medium
1912,dead,A,medium
1913,dead,A,medium
1914,dead,A,medium
1915,dead,A,medium
1916,dead,A,medium
1917,dead,A,medium
1918,dead,A,medium
1919,dead,A,medium
1920,dead,A,medium
1921,dead,A,medium
1922,dead,A,medium
1923,dead,A,medium
1924,dead,A,medium
1925,dead,A,medium
1926,dead,A,medium
1927,dead,A,medium
1928,dead,A,medium
1929,dead,A,medium
1930,dead,A,medium
1931,dead,A,medium
1932,dead,A,medium
1933,dead,A,medium
1934,dead,A,medium
1935,dead,A,medium
1936,dead,A,medium
1937,dead,A,medium
1938,dead,A,medium
1939,dead,A,medium
1940,dead,A,medium
1941,dead,A,medium
1942,dead,A,medium
1943,dead,A,medium
1944,dead,A,medium
1945,dead,A,medium
1946,dead,A,medium
1947,dead,A,medium
1948,dead,A,medium
1949,dead,A,medium
1950,dead,A,medium
1951,dead,A,medium
1952,dead,A,medium
1953,dead,A,medium
1954,dead,A,medium
1955,dead,A,medium
1956,dead,A,medium
1957,dead,A,medium
1958,dead,A,medium
1959,dead,A,medium
1960,dead,A,medium
1961,dead,A,medium
1962,dead,A,medium
1963,dead,A,medium
1964,dead,A,medium
1965,dead,A,medium
1966,dead,A,medium
1967,dead,A,medium
1968,dead,A,medium
1969,dead,A,medium
1970,dead,A,medium
1971,dead,A,medium
1972,dead,A,medium
1973,dead,A,medium
1974,dead,A,medium
1975,dead,A,medium
1976,dead,A,medium
1977,dead,A,medium
1978,dead,A,medium
1979,dead,A,medium
1980,dead,A,medium
1981,dead,A,medium
1982,dead,A,medium
1983,dead,A,medium
1984,dead,A,medium
1985,dead,A,medium
1986,dead,A,medium
1987,bench,E,heavy
1988,bench,E,heavy
1989,bench,E,heavy
1990,bench,E,heavy
1991,bench,E,heavy
1992,bench,E,heavy
1993,bench,E,heavy
1994,bench,E,heavy
1995,bench,E,heavy
1996,bench,E,heavy
1997,bench,E,heavy
1998,bench,E,heavy
1999,bench,E,heavy
2000,bench,E,heavy
2001,bench,E,heavy
2002,bench,E,heavy
2003,bench,E,heavy
2004,bench,E,heavy
2005,bench,E,heavy
2006,bench,E,heavy
2007,bench,E,heavy
2008,bench,E,heavy
2009,bench,E,heavy
2010,bench,E,heavy
2011,bench,E,heavy
2012,bench,E,heavy
2013,bench,E,heavy
2014,bench,E,heavy
2015,bench,E,heavy
2016,bench,E,heavy
2017,bench,E,heavy
2018,bench,E,heavy
2019,bench,E,heavy
2020,bench,E,heavy
2021,bench,E,heavy
2022,bench,E,heavy
2023,bench,E,heavy
2024,bench,E,heavy
2025,bench,E,heavy
2026,bench,E,heavy
2027,bench,E,heavy
2028,bench,E,heavy
2029,bench,E,heavy
2030,bench,E,heavy
2031,bench,E,heavy
2032,bench,E,heavy
2033,bench,E,heavy
2034,bench,E,heavy
2035,bench,E,heavy
2036,bench,E,heavy
2037,bench,E,heavy
2038,bench,E,heavy
2039,bench,E,heavy
2040,bench,E,heavy
2041,bench,E,heavy
2042,bench,E,heavy
2043,bench,E,heavy
2044,bench,E,heavy
2045,bench,E,heavy
2046,bench,E,heavy
2047,bench,E,heavy
2048,bench,E,heavy
2049,bench,E,heavy
2050,bench,E,heavy
2051,bench,E,heavy
2052,bench,E,heavy
2053,bench,E,heavy
2054,bench,E,heavy
2055,bench,E,heavy
2056,bench,E,heavy
2057,bench,E,heavy
2058,bench,E,heavy
2059,bench,E,heavy
2060,bench,E,heavy
2061,bench,E,heavy
2062,bench,E,heavy
2063,bench,E,heavy
2064,bench,E,heavy
2065,bench,E,heavy
2066,bench,E,heavy
2067,bench,E,heavy
2068,bench,E,heavy
2069,bench,E,heavy
2070,bench,E,heavy
2071,bench,E,heavy
2072,bench,E,heavy
2073,bench,E,heavy
2074,bench,E,heavy
2075,bench,E,heavy
2076,bench,E,heavy
2077,bench,E,heavy
2078,bench,E,heavy
2079,bench,E,heavy
2080,bench,E,heavy
2081,bench,E,heavy
2082,bench,E,heavy
2083,bench,E,heavy
2084,bench,E,heavy
2085,bench,E,heavy
2086,bench,E,heavy
2087,bench,E,heavy
2088,bench,E,heavy
2089,bench,E,heavy
2090,bench,E,heavy
2091,bench,E,heavy
2092,bench,E,heavy
2093,bench,E,heavy
2094,bench,E,heavy
2095,bench,E,heavy
2096,bench,E,heavy
2097,bench,E,heavy
2098,bench,E,heavy
2099,bench,E,heavy
2100,bench,E,heavy
2101,bench,E,heavy
2102,bench,E,heavy
2103,bench,E,heavy
2104,bench,E,heavy
2105,bench,E,heavy
2106,bench,E,heavy
2107,bench,E,heavy
2108,bench,E,heavy
2109,bench,E,heavy
2110,bench,E,heavy
2111,bench,E,heavy
2112,bench,E,heavy
2113,bench,E,heavy
2114,bench,E,heavy
2115,bench,E,heavy
2116,bench,E,heavy
2117,bench,E,heavy
2118,bench,E,heavy
2119,bench,E,heavy
2120,bench,E,heavy
2121,bench,E,heavy
2122,bench,E,heavy
2123,bench,E,heavy
2124,bench,E,heavy
2125,bench,E,heavy
2126,bench,E,heavy
2127,bench,E,heavy
2128,bench,E,heavy
2129,bench,E,heavy
2130,bench,E,heavy
2131,bench,E,heavy
2132,bench,E,heavy
2133,bench,E,heavy
2134,bench,E,heavy
2135,bench,E,heavy
2136,bench,E,heavy
2137,bench,E,heavy
2138,bench,E,heavy
2139,bench,E,heavy
2140,bench,E,heavy
2141,bench,E,heavy
2142,dead,E,medium
2143,dead,E,medium
2144,dead,E,medium
2145,dead,E,medium
2146,dead,E,medium
2147,dead,E,medium
2148,dead,E,medium
2149,dead,E,medium
2150,dead,E,medium
2151,dead,E,medium
2152,dead,E,medium
2153,dead,E,medium
2154,dead,E,medium
2155,dead,E,medium
2156,dead,E,medium
2157,dead,E,medium
2158,dead,E,medium
2159,dead,E,medium
2160,dead,E,medium
2161,dead,E,medium
2162,dead,E,medium
2163,dead,E,medium
2164,dead,E,medium
2165,dead,E,medium
2166,dead,E,medium
2167,dead,E,medium
2168,dead,E,medium
2169,dead,E,medium
2170,dead,E,medium
2171,dead,E,medium
2172,dead,E,medium
2173,dead,E,medium
2174,dead,E,medium
2175,dead,E,medium
2176,dead,E,medium
2177,dead,E,medium
2178,dead,E,medium
2179,dead,E,medium
2180,dead,E,medium
2181,dead,E,medium
2182,dead,E,medium
2183,dead,E,medium
2184,dead,E,medium
2185,dead,E,medium
2186,dead,E,medium
2187,dead,E,medium
2188,dead,E,medium
2189,dead,E,medium
2190,dead,E,medium
2191,dead,E,medium
2192,dead,E,medium
2193,dead,E,medium
2194,dead,E,medium
2195,dead,E,medium
2196,dead,E,medium
2197,dead,E,medium
2198,dead,E,medium
2199,dead,E,medium
2200,dead,E,medium
2201,dead,E,medium
2202,dead,E,medium
2203,dead,E,medium
2204,dead,E,medium
2205,dead,E,medium
2206,dead,E,medium
2207,dead,E,medium
2208,dead,E,medium
2209,dead,E,medium
2210,dead,E,medium
2211,dead,E,medium
2212,dead,E,medium
2213,dead,E,medium
2214,dead,E,medium
2215,dead,E,medium
2216,dead,E,medium
2217,dead,E,medium
2218,dead,E,medium
2219,dead,E,medium
2220,dead,E,medium
2221,dead,E,medium
2222,dead,E,medium
2223,dead,E,medium
2224,dead,E,medium
2225,dead,E,medium
2226,dead,E,medium
2227,dead,E,medium
2228,dead,E,medium
2229,dead,E,medium
2230,dead,E,medium
2231,dead,E,medium
2232,dead,E,medium
2233,dead,E,medium
2234,dead,E,medium
2235,dead,E,medium
2236,dead,E,medium
2237,dead,E,medium
2238,dead,E,medium
2239,dead,E,medium
2240,dead,E,medium
2241,dead,E,medium
2242,dead,E,medium
2243,dead,E,medium
2244,dead,E,medium
2245,dead,E,medium
2246,dead,E,medium
2247,dead,E,medium
2248,dead,E,medium
2249,dead,E,medium
2250,dead,E,medium
2251,dead,E,medium
2252,dead,E,medium
2253,dead,E,medium
2254,dead,E,medium
2255,dead,E,medium
2256,dead,E,medium
2257,dead,E,medium
2258,dead,E,medium
2259,dead,E,medium
2260,dead,E,medium
2261,dead,E,medium
2262,dead,E,medium
2263,dead,E,medium
2264,dead,E,medium
2265,dead,E,medium
2266,dead,E,medium
2267,dead,E,medium
2268,dead,E,medium
2269,dead,E,medium
2270,dead,E,medium
2271,dead,E,medium
2272,dead,E,medium
2273,dead,E,medium
2274,dead,E,medium
2275,dead,E,medium
2276,dead,E,medium
2277,dead,E,medium
2278,dead,E,medium
2279,dead,E,medium
2280,dead,E,medium
2281,dead,E,medium
2282,dead,E,medium
2283,dead,E,medium
2284,dead,E,medium
2285,dead,E,medium
2286,bench,A,heavy
2287,bench,A,heavy
2288,bench,A,heavy
2289,bench,A,heavy
2290,bench,A,heavy
2291,bench,A,heavy
2292,bench,A,heavy
2293,bench,A,heavy
2294,bench,A,heavy
2295,bench,A,heavy
2296,bench,A,heavy
2297,bench,A,heavy
2298,bench,A,heavy
2299,bench,A,heavy
2300,bench,A,heavy
2301,bench,A,heavy
2302,bench,A,heavy
2303,bench,A,heavy
2304,bench,A,heavy
2305,bench,A,heavy
2306,bench,A,heavy
2307,bench,A,heavy
2308,bench,A,heavy
2309,bench,A,heavy
2310,bench,A,heavy
2311,bench,A,heavy
2312,bench,A,heavy
2313,bench,A,heavy
2314,bench,A,heavy
2315,bench,A,heavy
2316,bench,A,heavy
2317,bench,A,heavy
2318,bench,A,heavy
2319,bench,A,heavy
2320,bench,A,heavy
2321,bench,A,heavy
2322,bench,A,heavy
2323,bench,A,heavy
2324,bench,A,heavy
2325,bench,A,heavy
2326,bench,A,heavy
2327,bench,A,heavy
2328,bench,A,heavy
2329,bench,A,heavy
2330,bench,A,heavy
2331,bench,A,heavy
2332,bench,A,heavy
2333,bench,A,heavy
2334,bench,A,heavy
2335,bench,A,heavy
2336,bench,A,heavy
2337,bench,A,heavy
2338,bench,A,heavy
2339,bench,A,heavy
2340,bench,A,heavy
2341,bench,A,heavy
2342,bench,A,heavy
2343,bench,A,heavy
2344,bench,A,heavy
2345,bench,A,heavy
2346,bench,A,heavy
2347,bench,A,heavy
2348,bench,A,heavy
2349,bench,A,heavy
2350,bench,A,heavy
2351,bench,A,heavy
2352,bench,A,heavy
2353,bench,A,heavy
2354,bench,A,heavy
2355,bench,A,heavy
2356,bench,A,heavy
2357,bench,A,heavy
2358,bench,A,heavy
2359,bench,A,heavy
2360,bench,A,heavy
2361,bench,A,heavy
2362,bench,A,heavy
2363,bench,A,heavy
2364,bench,A,heavy
2365,bench,A,heavy
2366,bench,A,heavy
2367,bench,A,heavy
2368,bench,A,heavy
2369,bench,A,heavy
2370,bench,A,heavy
2371,bench,A,heavy
2372,bench,A,heavy
2373,bench,A,heavy
2374,bench,A,heavy
2375,bench,A,heavy
2376,bench,A,heavy
2377,bench,A,heavy
2378,bench,A,heavy
2379,bench,A,heavy
2380,bench,A,heavy
2381,bench,A,heavy
2382,bench,A,heavy
2383,bench,A,heavy
2384,bench,A,heavy
2385,bench,A,heavy
2386,bench,A,heavy
2387,bench,A,heavy
2388,bench,A,heavy
2389,bench,A,heavy
2390,bench,A,heavy
2391,bench,A,heavy
2392,bench,A,heavy
2393,bench,A,heavy
2394,bench,A,heavy
2395,bench,A,heavy
2396,bench,A,heavy
2397,bench,A,heavy
2398,bench,A,heavy
2399,bench,A,heavy
2400,bench,A,heavy
2401,bench,A,heavy
2402,bench,A,heavy
2403,bench,A,heavy
2404,bench,A,heavy
2405,bench,A,heavy
2406,bench,A,heavy
2407,bench,A,heavy
2408,bench,A,heavy
2409,bench,A,heavy
2410,bench,C,heavy
2411,bench,C,heavy
2412,bench,C,heavy
2413,bench,C,heavy
2414,bench,C,heavy
2415,bench,C,heavy
2416,bench,C,heavy
2417,bench,C,heavy
2418,bench,C,heavy
2419,bench,C,heavy
2420,bench,C,heavy
2421,bench,C,heavy
2422,bench,C,heavy
2423,bench,C,heavy
2424,bench,C,heavy
2425,bench,C,heavy
2426,bench,C,heavy
2427,bench,C,heavy
2428,bench,C,heavy
2429,bench,C,heavy
2430,bench,C,heavy
2431,bench,C,heavy
2432,bench,C,heavy
2433,bench,C,heavy
2434,bench,C,heavy
2435,bench,C,heavy
2436,bench,C,heavy
2437,bench,C,heavy
